User	Employment Status	0066	1	Full time employed
User	Employment Status	0066	2	Part time employed
User	Employment Status	0066	3	Unemployed
User	Employment Status	0066	4	Self-employed/
User	Employment Status	0066	5	Retired
User	Employment Status	0066	6	On active military duty
User	Employment Status	0066	9	Unknown
User	Employment Status	0066	C	Contract/ per diem
User	Employment Status	0066	L	Leave of absence (e.g. Family leave/ sabbatical/ etc.)
User	Employment Status	0066	O	Other
User	Employment Status	0066	T	Temporarily unemployed
